Scroll of Remove Curse,?,white,scroll,1,5,55,3,0,2
#
# ===== Tools =====
# ===== Ranged Weapons (power = base damage, min_depth doubles as range) =====
Short Bow,),brown,weapon,4,20,25,0,6,4,1
Longbow,),brown,weapon,7,25,60,2,10,2,6
Crossbow,),gray,weapon,9,35,80,4,8,2,10
Sling,),brown,weapon,3,10,15,0,5,4,1
#
# ===== Ammunition (power = damage modifier) =====
Arrows,/,brown,tool,1,5,3,0,0,4
Bolts,/,gray,tool,2,5,5,0,0,3
Stones,/,gray,tool,0,3,1,0,0,5
Throwing Knives,/,white,tool,2,3,8,0,0,3
Silver Arrows,/,white,tool,3,5,15,2,0,1
Fire Arrows,/,red,tool,2,5,12,3,0,1
#
# power field for light sources: fuel in turns (torch=200, lantern=500)
Torch,(,yellow,tool,200,15,5,0,0,5
Lantern,(,yellow,tool,500,20,25,0,0,3
Oil Flask,(,brown,tool,300,10,10,0,0,4
Lockpick,(,gray,tool,1,5,20,1,0,3
Tinderbox,(,brown,tool,1,10,10,0,0,3
Tattered Map,&,brown,tool,0,2,30,1,0,1
Pickaxe,(,gray,tool,1,30,15,0,0,3
Rope,(,brown,tool,1,20,10,0,0,3
# Fishing Rod: power = number of casts before it breaks
Fishing Rod,(,brown,tool,30,15,25,0,0,3
#
# ===== Spell Scrolls (power = spell index in spells.csv) =====
# Learn: read to permanently learn the spell. Consumed on use.
Scroll: Magic Missile,?,cyan,spell_scroll,0,5,40,1,0,3
Scroll: Light,?,yellow,spell_scroll,2,5,30,1,0,3
Scroll: Shield,?,white,spell_scroll,3,5,45,1,0,3
Scroll: Teleport,?,cyan,spell_scroll,4,5,80,3,0,1
Scroll: Haste,?,green,spell_scroll,7,5,70,4,0,2
Scroll: Blink,?,cyan,spell_scroll,8,5,50,2,0,2
Scroll: Fireball,?,red,spell_scroll,10,5,100,5,0,1
Scroll: Heal,?,yellow,spell_scroll,11,5,45,1,0,3
Scroll: Greater Heal,?,yellow,spell_scroll,12,5,90,4,0,1
Scroll: Holy Strike,?,yellow,spell_scroll,13,5,60,3,0,2
Scroll: Divine Shield,?,yellow,spell_scroll,14,5,65,3,0,2
Scroll: Smite,?,yellow,spell_scroll,16,5,60,3,0,2
Scroll: Turn Undead,?,yellow,spell_scroll,19,5,55,3,0,2
Scroll: Blessing,?,yellow,spell_scroll,20,5,70,4,0,1
Scroll: Drain Life,?,magenta,spell_scroll,24,5,60,3,0,2
Scroll: Shadow Step,?,magenta,spell_scroll,25,5,55,3,0,2
Scroll: Curse,?,magenta,spell_scroll,26,5,55,3,0,2
Scroll: Fear,?,magenta,spell_scroll,28,5,55,3,0,2
Scroll: Dark Bolt,?,magenta,spell_scroll,29,5,80,4,0,1
Scroll: Entangle,?,green,spell_scroll,37,5,50,2,0,2
Scroll: Lightning,?,green,spell_scroll,38,5,70,3,0,2
Scroll: Bark Skin,?,green,spell_scroll,41,5,55,3,0,2
Scroll: Regrowth,?,green,spell_scroll,45,5,55,3,0,2
Scroll: Walk on Water,?,green,spell_scroll,49,5,65,5,0,1
#
# ===== Gems =====
Rough Quartz,*,white,gem,0,2,15,0,5,4
Amethyst,*,magenta,gem,0,2,30,1,7,3
Garnet,*,red,gem,0,2,40,2,8,3
Topaz,*,yellow,gem,0,2,50,2,9,3
Aquamarine,*,cyan,gem,0,2,60,3,10,2
Emerald,*,green,gem,0,2,80,4,11,2
Sapphire,*,blue,gem,0,2,100,5,12,2
Ruby,*,red,gem,0,2,120,5,13,1
Diamond,*,white,gem,0,2,200,7,15,1
Black Opal,*,magenta,gem,0,2,250,8,15,1
Star Sapphire,*,cyan,gem,0,2,300,9,15,1
Fire Opal,*,red,gem,0,2,180,6,14,1
Moonstone,*,white,gem,0,2,70,3,10,2
Jade,*,green,gem,0,2,55,3,9,3
Turquoise,*,cyan,gem,0,2,35,1,8,3
Onyx,*,gray,gem,0,2,45,2,9,3
Pearl,*,white,gem,0,2,65,3,10,2
Lapis Lazuli,*,blue,gem,0,2,40,2,8,3
Amber,*,yellow,gem,0,2,25,1,6,4
Bloodstone,*,red,gem,0,2,50,3,9,2
#
# ===== Treasures =====
Golden Teddy Bear,&,yellow,treasure,0,15,150,3,10,1
Silver Goblet,&,white,treasure,0,10,60,2,8,2
Golden Chalice,&,yellow,treasure,0,12,120,4,12,1
Jewelled Crown,&,yellow,treasure,0,8,200,6,15,1
Silver Candlestick,&,white,treasure,0,15,40,1,7,3
Golden Idol,&,yellow,treasure,0,20,180,5,12,1
Ivory Chess Set,&,white,treasure,0,25,90,3,10,2
Bronze Statuette,&,brown,treasure,0,12,35,1,6,3
Ornate Music Box,&,cyan,treasure,0,8,70,2,8,2
Golden Harp,&,yellow,treasure,0,18,160,5,12,1
Crystal Skull,&,cyan,treasure,0,10,250,7,15,1
Faerie Dust,&,magenta,treasure,0,1,100,4,10,1
Dragon Scale,&,red,treasure,0,5,300,8,15,1
Ancient Coin,&,yellow,treasure,0,1,20,0,5,4
Silver Locket,&,white,treasure,0,2,45,1,7,3
Gilded Mirror,&,yellow,treasure,0,10,80,3,9,2
Platinum Ring,&,white,treasure,0,1,110,4,11,1
Enchanted Hourglass,&,cyan,treasure,0,5,140,5,12,1
Unicorn Horn,&,white,treasure,0,5,350,9,15,1
Mermaid's Tear,&,blue,treasure,0,1,200,6,13,1
Holy Hand Grenade,&,yellow,treasure,0,5,500,10,15,1
Rubber Duck,&,yellow,treasure,0,2,5,0,3,3
Coconut Halves,&,brown,treasure,0,3,10,0,5,3
Shrubbery,&,green,treasure,0,15,25,0,5,2
Comfy Chair,&,brown,treasure,0,30,30,0,5,2
#
# ===== Rings (equippable, power = stat bonus) =====
# power: stat bonus applied when equipped. min_depth doubles as min_level requirement
Ring of Protection,o,cyan,ring,1,1,50,1,0,3,1
Ring of Strength,o,red,ring,1,1,60,2,0,3,2
Ring of Defence,o,gray,ring,1,1,60,2,0,3,2
Ring of Speed,o,green,ring,1,1,60,2,0,3,2
Ring of Intelligence,o,blue,ring,1,1,60,2,0,3,2
Ring of Fortitude,o,red,ring,2,1,120,4,0,2,8
Ring of Might,o,red,ring,2,1,130,5,0,2,10
Ring of Agility,o,green,ring,2,1,130,5,0,2,10
Ring of Wisdom,o,blue,ring,2,1,130,5,0,2,10
Ring of Resilience,o,gray,ring,2,1,120,4,0,2,8
Ring of the Bear,o,brown,ring,3,1,200,7,0,1,16
Ring of the Eagle,o,white,ring,3,1,200,7,0,1,16
Ring of the Serpent,o,green,ring,3,1,200,7,0,1,16
Ring of the Wolf,o,gray,ring,3,1,200,7,0,1,16
Ring of Fire Resist,o,red,ring,2,1,100,3,0,2,6
Ring of Frost Resist,o,cyan,ring,2,1,100,3,0,2,6
Ring of Poison Resist,o,green,ring,2,1,100,3,0,2,6
Ring of Regeneration,o,green,ring,1,1,150,5,0,1,12
Ring of Mana,o,blue,ring,3,1,180,6,0,1,14
Ring of the Knight,o,yellow,ring,2,1,160,5,0,1,12
Ring of Shadows,o,magenta,ring,2,1,140,4,0,2,9
Ring of the Grail,o,yellow,ring,4,1,400,10,0,1,25
Ring of Thorns,o,brown,ring,1,1,80,3,0,2,4
Ring of Swiftness,o,cyan,ring,2,1,110,4,0,2,9
Ring of the Oak,o,brown,ring,2,1,120,5,0,2,10
#
# ===== Amulets (equippable, power = stat bonus) =====
# power: stat bonus applied when equipped. min_depth doubles as min_level requirement
Amulet of Warding,",white,amulet,1,2,55,1,0,3,1
Amulet of Vigour,",red,amulet,1,2,65,2,0,3,3
Amulet of Grace,",green,amulet,1,2,65,2,0,3,3
Amulet of Insight,",blue,amulet,1,2,65,2,0,3,3
Amulet of Valour,",yellow,amulet,2,2,130,4,0,2,9
Amulet of Endurance,",brown,amulet,2,2,130,4,0,2,9
Amulet of the Arcane,",magenta,amulet,2,2,140,5,0,2,11
Amulet of the Hunter,",green,amulet,2,2,140,5,0,2,11
Amulet of the Crusader,",white,amulet,3,2,220,7,0,1,16
Amulet of the Mage,",blue,amulet,3,2,220,7,0,1,16
Amulet of the Dragon,",red,amulet,3,2,250,8,0,1,18
Amulet of Life,",green,amulet,2,2,160,5,0,1,12
Amulet of Mana,",blue,amulet,2,2,160,5,0,1,12
Amulet of the Moon,",cyan,amulet,2,2,150,4,0,2,9
Amulet of the Sun,",yellow,amulet,3,2,200,6,0,1,14
Amulet of Luck,",yellow,amulet,1,2,90,3,0,2,5
Amulet of Wrath,",red,amulet,2,2,120,4,0,2,8
Amulet of the Stag,",brown,amulet,2,2,130,5,0,2,10
Amulet of the Raven,",gray,amulet,2,2,130,5,0,2,10
Amulet of Starlight,",cyan,amulet,3,2,260,8,0,1,18
Amulet of the Forest,",green,amulet,2,2,110,4,0,2,8
Amulet of Sacred Light,",white,amulet,3,2,280,9,0,1,20
Amulet of Dark Power,",magenta,amulet,3,2,280,9,0,1,20
Amulet of the Lake,",blue,amulet,4,2,400,10,0,1,24
Amulet of Eternity,",cyan,amulet,4,2,450,12,0,1,28
#
# ===== Legendary Artifacts (rarity 1, deep) =====
Lancelot's Sword,|,yellow,weapon,12,40,900,8,0,1,28
Merlin's Staff,|,magenta,weapon,8,30,950,8,0,1,28
Galahad's Helm,^,yellow,helmet,6,30,800,8,0,1,26
Bors' Shield,),yellow,shield,6,60,800,8,0,1,26
Gawain's Gauntlets,],yellow,gloves,4,20,700,7,0,1,25
Ring of Rebirth,o,yellow,ring,1,1,1500,9,0,1,30
Round Table Fragment,&,yellow,quest,1,5,2000,9,0,1,30
Siege Perilous,&,yellow,quest,0,20,2000,10,0,1,32
Tristan's Harp,(,cyan,tool,1,15,800,7,0,1,25
Questing Beast's Horn,(,yellow,tool,1,10,800,7,0,1,25
Cauldron of Rebirth,(,yellow,tool,1,40,1500,9,0,1,30
Excalibur's Scabbard,(,yellow,tool,1,15,500,8,0,1,26
Morgan le Fay's Mirror,(,magenta,tool,1,10,400,6,0,1,20
Green Knight's Girdle,(,green,tool,1,10,450,7,0,1,22
Lancelot's Shield,),yellow,shield,5,70,400,5,0,1,20
#
# ===== High-tier Weapons (L20-50) =====
Drakeslayer,|,red,weapon,13,75,600,9,0,1,22
Reaver,|,brown,weapon,14,95,650,10,0,1,25
Skullsplitter,|,gray,weapon,15,90,700,10,0,1,27
Soulreaver,|,magenta,weapon,16,70,800,11,0,1,30
Thunderbrand,|,cyan,weapon,17,60,900,12,0,1,33
Doomhammer,|,red,weapon,18,100,1000,12,0,1,36
Wyrmpike,|,green,weapon,15,65,720,11,0,1,28
Ironwood Greatbow,),brown,weapon,14,40,680,10,0,1,26
Phoenix Flame,|,yellow,weapon,20,70,1200,13,0,1,42
Glasfynydd,|,cyan,weapon,22,85,1400,14,0,1,48
#
# ===== High-tier Armor (L25-45) =====
Mithril Hauberk,[,cyan,armor,10,70,700,10,0,1,25
Dragonplate,[,red,armor,12,180,900,12,0,1,30
Eldritch Robes,[,magenta,armor,9,20,800,11,0,1,28
Stoneward Cuirass,[,gray,armor,13,200,1000,12,0,1,34
Fireforged Mail,[,red,armor,14,160,1100,13,0,1,38
Worldtree Vestments,[,green,armor,15,30,1300,14,0,1,45
#
# ===== High-tier Helmets/Boots/Gloves =====
Crown of Stars,^,cyan,helmet,5,20,800,10,0,1,26
Sunfire Helm,^,yellow,helmet,6,35,900,11,0,1,30
Skywalker Boots,],cyan,boots,4,10,700,10,0,1,25
Stormstride Boots,],blue,boots,5,15,900,12,0,1,32
Titan Grips,],brown,gloves,5,30,750,11,0,1,28
Spellweaver Wraps,],magenta,gloves,5,10,850,12,0,1,34
#
# ===== High-tier Rings & Amulets =====
Ring of Mastery,o,yellow,ring,4,1,900,12,0,1,28
Ring of Aeons,o,cyan,ring,5,1,1100,13,0,1,34
Amulet of the King,",yellow,amulet,5,2,1200,13,0,1,36
Amulet of Avalon,",cyan,amulet,6,2,1500,14,0,1,42
Ring of the Arcane,o,magenta,ring,5,1,1000,12,0,1,32
Amulet of Endless Mana,",blue,amulet,6,2,1600,15,0,1,50
#
# ===== High-tier Special Tools =====
Wand of Annihilation,(,magenta,tool,10,5,1200,12,0,1,30
Tome of the Ancients,(,yellow,tool,3,20,1400,13,0,1,35
Sigil of Warding,(,white,tool,5,5,1100,12,0,1,32
Phoenix Feather,(,red,tool,1,1,2000,14,0,1,40
#
# ===== High-tier Potions & Scrolls =====
Elixir of Heroes,!,yellow,potion,200,10,400,8,0,1,15
Potion of Titan Strength,!,red,potion,5,10,250,7,0,1,12
Potion of Greater Vitality,!,green,potion,120,10,180,6,0,2,10
Scroll of Doom,?,red,scroll,1,5,200,8,0,1,18
Scroll of Wishing,?,magenta,scroll,1,5,800,10,0,1,25
Scroll of Genesis,?,yellow,scroll,1,5,500,9,0,1,20
Scroll of Banishment,?,white,scroll,1,5,150,7,0,1,14
Potion of Arcane Surge,!,magenta,potion,100,10,220,8,0,1,16
